lead_id,deterministic_tier,routing_decision,needs_review,review_reasons
L2000,tier2,human_review,true,technical IC title but company/industry unverifiable
L2722,tier2,human_review,true,technical IC title but company/industry unverifiable
L2293,tier2,nurture,false,
L1936,tier3,self_serve_newsletter,false,
L2254,tier3,self_serve_newsletter,false,
L1070,tier3,self_serve_newsletter,false,
L1560,tier3,self_serve_newsletter,false,
L2014,tier3,self_serve_newsletter,false,
L2239,tier2,nurture,false,
L1037,tier3,self_serve_newsletter,false,
L2054,tier3,self_serve_newsletter,false,
L2260,tier2,nurture,false,
L2551,tier3,self_serve_newsletter,false,
L1629,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1224,tier3,self_serve_newsletter,false,
L1574,tier2,human_review,true,technical IC title but company/industry unverifiable
L1406,tier3,self_serve_newsletter,false,
L1809,tier3,self_serve_newsletter,false,
L1120,tier3,self_serve_newsletter,false,
L2733,tier3,self_serve_newsletter,false,
L1144,tier3,self_serve_newsletter,false,
L1154,tier1,sales_queue,false,
L1923,tier2,nurture,false,
L2197,tier2,nurture,false,
L1022,tier3,self_serve_newsletter,false,
L2099,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1512,tier1,human_review,true,personal email but Tier-1 title and company signals | Score divergence: deterministic vs. probabilistic
L1007,tier3,self_serve_newsletter,false,
L1042,tier3,self_serve_newsletter,false,
L2084,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable
L2307,tier3,self_serve_newsletter,false,
L1896,tier2,nurture,false,
L2298,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2464,tier3,self_serve_newsletter,false,
L1387,tier2,human_review,true,Duplicate record with conflicting fields
L2401,tier3,self_serve_newsletter,false,
L1558,tier3,self_serve_newsletter,false,
L2754,tier1,sales_queue,false,
L1391,tier2,human_review,true,technical IC title but company/industry unverifiable
L2638,tier3,self_serve_newsletter,false,
L2493,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable
L1136,tier3,self_serve_newsletter,false,
L2717,tier2,human_review,true,technical IC title but company/industry unverifiable
L2394,tier1,sales_queue,false,
L2814,tier2,nurture,false,
L2408,tier2,human_review,true,technical IC title but company/industry unverifiable
L1474,tier3,human_review,true,missing job title
L2036,tier3,human_review,true,missing job title
L2720,tier2,nurture,false,
L2683,tier2,nurture,false,
L2182,tier3,self_serve_newsletter,false,
L2432,tier2,human_review,true,technical IC title but company/industry unverifiable
L1624,tier2,nurture,false,
L1704,tier3,self_serve_newsletter,false,
L1410,tier2,nurture,false,
L1017,tier3,self_serve_newsletter,false,
L2172,tier2,human_review,true,technical IC title but company/industry unverifiable
L1087,tier3,self_serve_newsletter,false,
L1049,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1424,tier3,self_serve_newsletter,false,
L1317,tier3,self_serve_newsletter,false,
L2418,tier3,human_review,true,EU / Consent Verification Needed
L1174,tier2,nurture,false,
L2358,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2549,tier3,self_serve_newsletter,false,
L2557,tier2,nurture,false,
L2279,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2220,tier2,human_review,true,technical IC title but company/industry unverifiable | Duplicate record with conflicting fields
L2586,tier2,nurture,false,
L1653,tier1,sales_queue,false,
L1793,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2891,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2114,tier2,nurture,false,
L2333,tier2,nurture,false,
L2790,suppress,suppressed,false,
L2177,tier2,nurture,false,
L2454,tier2,nurture,false,
L2066,tier3,self_serve_newsletter,false,
L1271,tier3,self_serve_newsletter,false,
L1542,tier2,nurture,false,
L2198,tier2,nurture,false,
L2462,tier3,self_serve_newsletter,false,
L2876,tier3,human_review,true,missing job title
L1029,tier2,human_review,true,Duplicate record with conflicting fields
L1497,tier1,sales_queue,false,
L2501,tier2,human_review,true,technical IC title but company/industry unverifiable
L2515,tier3,self_serve_newsletter,false,
L1195,tier2,nurture,false,
L1080,tier3,self_serve_newsletter,false,
L1468,tier3,self_serve_newsletter,false,
L1094,tier3,self_serve_newsletter,false,
L2531,tier3,self_serve_newsletter,false,
L1961,tier3,self_serve_newsletter,false,
L2611,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1606,tier2,nurture,false,
L1727,tier2,human_review,true,technical IC title but company/industry unverifiable
L2039,tier2,nurture,false,
L1810,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2206,tier3,self_serve_newsletter,false,
L2075,tier3,self_serve_newsletter,false,
L2843,tier2,nurture,false,
L2387,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1843,tier1,sales_queue,false,
L2004,tier2,human_review,true,EU / Consent Verification Needed
L2430,tier2,human_review,true,technical IC title but company/industry unverifiable
L2437,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1829,tier3,self_serve_newsletter,false,
L2905,tier3,self_serve_newsletter,false,
L1804,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2734,tier2,nurture,false,
L2027,tier3,self_serve_newsletter,false,
L2028,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1162,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1805,tier2,nurture,false,
L1812,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2438,tier2,human_review,true,technical IC title but company/industry unverifiable
L2878,tier2,human_review,true,technical IC title but company/industry unverifiable | Duplicate record with conflicting fields
L2460,tier2,nurture,false,
L1976,tier3,self_serve_newsletter,false,
L1067,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2502,tier3,self_serve_newsletter,false,
L1647,tier2,human_review,true,technical IC title but company/industry unverifiable
L1701,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2677,tier3,self_serve_newsletter,false,
L1079,tier2,nurture,false,
L2863,tier3,human_review,true,Duplicate record with conflicting fields
L1252,tier3,self_serve_newsletter,false,
L1894,tier3,self_serve_newsletter,false,
L1800,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2120,tier3,self_serve_newsletter,false,
L1833,tier3,self_serve_newsletter,false,
L2798,suppress,suppressed,false,
L2624,tier2,nurture,false,
L1057,tier3,self_serve_newsletter,false,
L2685,tier3,human_review,true,missing job title
L2450,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1573,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2005,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2130,tier3,self_serve_newsletter,false,
L2183,tier2,nurture,false,
L2468,tier3,self_serve_newsletter,false,
L1878,tier2,nurture,false,
L1377,tier3,self_serve_newsletter,false,
L1952,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L2276,tier3,self_serve_newsletter,false,
L1988,tier3,human_review,true,missing job title
L1009,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2434,tier1,sales_queue,false,
L1109,tier2,human_review,true,technical IC title but company/industry unverifiable
L1820,tier2,human_review,true,technical IC title but company/industry unverifiable
L1222,tier1,sales_queue,false,
L1176,tier1,human_review,true,personal email but Tier-1 title and company signals
L2774,tier3,self_serve_newsletter,false,
L1476,tier3,self_serve_newsletter,false,
L1159,tier2,human_review,true,technical IC title but company/industry unverifiable
L2751,tier1,sales_queue,false,
L1632,tier3,self_serve_newsletter,false,
L2046,tier2,nurture,false,
L1658,tier3,human_review,true,missing job title
L1732,tier3,self_serve_newsletter,false,
L1662,tier3,self_serve_newsletter,false,
L1073,tier2,nurture,false,
L1968,tier3,self_serve_newsletter,false,
L2032,tier2,nurture,false,
L2833,tier1,sales_queue,false,
L2612,tier3,self_serve_newsletter,false,
L2689,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2360,tier3,self_serve_newsletter,false,
L1813,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2543,tier1,sales_queue,false,
L2273,tier2,nurture,false,
L2134,tier2,nurture,false,
L2282,tier2,nurture,false,
L2407,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1691,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2635,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1450,tier3,human_review,true,Duplicate record with conflicting fields
L1850,tier3,human_review,true,missing job title
L2847,tier1,human_review,true,Score divergence: deterministic vs. probabilistic
L2921,tier3,human_review,true,Duplicate record with conflicting fields
L1342,tier2,human_review,true,technical IC title but company/industry unverifiable
L2033,tier2,nurture,false,
L2574,tier3,self_serve_newsletter,false,
L2700,tier2,human_review,true,EU / Consent Verification Needed
L2874,tier2,nurture,false,
L2616,tier3,self_serve_newsletter,false,
L1925,tier2,human_review,true,technical IC title but company/industry unverifiable
L1782,tier2,nurture,false,
L1186,tier2,nurture,false,
L2888,tier1,human_review,true,Duplicate record with conflicting fields
L1822,tier3,self_serve_newsletter,false,
L2101,tier2,nurture,false,
L2757,tier2,nurture,false,
L2633,tier3,self_serve_newsletter,false,
L2247,tier2,nurture,false,
L2236,tier2,nurture,false,
L1827,tier2,nurture,false,
L1064,tier3,self_serve_newsletter,false,
L1336,tier2,nurture,false,
L1541,tier3,self_serve_newsletter,false,
L1689,tier1,sales_queue,false,
L1507,tier3,human_review,true,missing job title
L1600,tier2,nurture,false,
L1921,tier3,self_serve_newsletter,false,
L2302,tier2,nurture,false,
L2427,tier3,self_serve_newsletter,false,
L2495,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1817,tier3,self_serve_newsletter,false,
L2011,tier3,human_review,true,missing job title
L1543,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2015,tier3,self_serve_newsletter,false,
L1913,tier2,human_review,true,technical IC title but company/industry unverifiable
L2428,tier2,nurture,false,
L1788,tier2,human_review,true,EU / Consent Verification Needed
L2795,tier3,self_serve_newsletter,false,
L1060,tier1,sales_queue,false,
L2915,tier2,human_review,true,Duplicate record with conflicting fields
L1595,tier2,nurture,false,
L1648,tier2,human_review,true,technical IC title but company/industry unverifiable
L2406,tier3,self_serve_newsletter,false,
L2759,tier2,nurture,false,
L2052,tier3,self_serve_newsletter,false,
L2865,tier3,self_serve_newsletter,false,
L1979,tier3,human_review,true,missing job title
L1495,tier3,self_serve_newsletter,false,
L2062,tier3,self_serve_newsletter,false,
L2204,tier2,nurture,false,
L1579,tier2,nurture,false,
L1881,tier3,self_serve_newsletter,false,
L2709,tier2,human_review,true,EU / Consent Verification Needed
L1784,tier2,nurture,false,
L2761,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2487,tier3,self_serve_newsletter,false,
L2670,tier3,self_serve_newsletter,false,
L1649,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2682,suppress,suppressed,false,
L1329,tier2,human_review,true,technical IC title but company/industry unverifiable
L1914,tier3,self_serve_newsletter,false,
L1980,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2534,tier3,self_serve_newsletter,false,
L1661,tier2,nurture,false,
L2305,tier3,self_serve_newsletter,false,
L1361,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1379,tier2,nurture,false,
L1767,tier2,nurture,false,
L1736,tier2,nurture,false,
L2907,tier2,human_review,true,decision-maker title but company missing or unverifiable | Duplicate record with conflicting fields
L1347,tier2,nurture,false,
L1247,tier2,nurture,false,
L2410,tier3,self_serve_newsletter,false,
L2719,tier2,nurture,false,
L1544,tier3,human_review,true,missing job title
L1028,tier3,self_serve_newsletter,false,
L1562,tier2,nurture,false,
L1858,tier3,self_serve_newsletter,false,
L2782,suppress,suppressed,false,
L2704,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2492,tier3,self_serve_newsletter,false,
L1063,tier3,self_serve_newsletter,false,
L1808,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2542,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L2060,tier2,human_review,true,technical IC title but company/industry unverifiable
L1928,tier3,self_serve_newsletter,false,
L1861,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1268,tier3,self_serve_newsletter,false,
L1929,tier3,self_serve_newsletter,false,
L2087,tier2,nurture,false,
L1024,tier3,human_review,true,missing job title
L1096,tier3,self_serve_newsletter,false,
L2218,tier2,nurture,false,
L2482,tier2,nurture,false,
L2902,tier2,nurture,false,
L1832,tier2,nurture,false,
L1287,tier3,self_serve_newsletter,false,
L2078,tier3,self_serve_newsletter,false,
L1699,tier3,self_serve_newsletter,false,
L2252,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1655,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L1760,tier2,nurture,false,
L2100,tier2,nurture,false,
L2125,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1095,tier3,self_serve_newsletter,false,
L2609,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2684,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1618,tier3,self_serve_newsletter,false,
L1580,tier3,human_review,true,EU / Consent Verification Needed
L2577,tier3,self_serve_newsletter,false,
L1910,tier3,self_serve_newsletter,false,
L1241,tier2,nurture,false,
L2627,tier3,self_serve_newsletter,false,
L1390,tier2,human_review,true,technical IC title but company/industry unverifiable
L2296,tier3,self_serve_newsletter,false,
L1126,tier3,self_serve_newsletter,false,
L1048,tier1,sales_queue,false,
L1439,tier3,self_serve_newsletter,false,
L1112,tier1,sales_queue,false,
L2522,tier3,self_serve_newsletter,false,
L1228,tier3,self_serve_newsletter,false,
L2614,tier2,nurture,false,
L1638,tier3,human_review,true,missing job title
L2527,tier1,sales_queue,false,
L1823,tier2,nurture,false,
L1769,tier2,human_review,true,technical IC title but company/industry unverifiable
L1871,tier2,nurture,false,
L1298,tier2,human_review,true,technical IC title but company/industry unverifiable
L1194,tier2,nurture,false,
L1663,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2472,tier3,self_serve_newsletter,false,
L1041,tier3,human_review,true,missing job title
L1408,tier3,self_serve_newsletter,false,
L2136,tier3,human_review,true,missing job title
L1671,tier2,human_review,true,technical IC title but company/industry unverifiable
L1863,tier2,human_review,true,technical IC title but company/industry unverifiable
L2403,tier2,human_review,true,EU / Consent Verification Needed
L1086,tier2,human_review,true,technical IC title but company/industry unverifiable
L1235,tier3,human_review,true,missing job title
L1279,tier2,nurture,false,
L2207,tier2,human_review,true,technical IC title but company/industry unverifiable
L1546,tier2,nurture,false,
L2186,tier3,self_serve_newsletter,false,
L1296,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1376,tier2,nurture,false,
L1151,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1267,tier3,self_serve_newsletter,false,
L1438,tier2,human_review,true,technical IC title but company/industry unverifiable
L1801,tier2,nurture,false,
L1612,tier2,nurture,false,
L1369,tier2,nurture,false,
L1045,tier1,sales_queue,false,
L2630,tier1,sales_queue,false,
L2266,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2310,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2306,tier3,self_serve_newsletter,false,
L1302,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1147,tier2,nurture,false,
L2917,tier2,human_review,true,Duplicate record with conflicting fields
L1171,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1963,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1344,tier2,nurture,false,
L1770,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2664,tier3,self_serve_newsletter,false,
L1825,tier3,human_review,true,missing job title
L1285,tier2,nurture,false,
L2765,tier3,self_serve_newsletter,false,
L1451,tier2,nurture,false,
L1312,tier1,human_review,true,Score divergence: deterministic vs. probabilistic
L1505,tier3,self_serve_newsletter,false,
L2056,tier2,nurture,false,
L1400,tier3,self_serve_newsletter,false,
L1494,tier2,human_review,true,Duplicate record with conflicting fields
L2098,tier3,self_serve_newsletter,false,
L2701,tier3,human_review,true,EU / Consent Verification Needed
L2165,tier2,nurture,false,
L1129,tier3,self_serve_newsletter,false,
L1866,tier3,self_serve_newsletter,false,
L2314,tier3,self_serve_newsletter,false,
L2077,tier2,nurture,false,
L2864,tier3,human_review,true,Duplicate record with conflicting fields
L1463,tier2,nurture,false,
L1435,tier2,nurture,false,
L1448,tier3,self_serve_newsletter,false,
L2526,tier3,human_review,true,Score divergence: deterministic vs. probabilistic | Duplicate record with conflicting fields
L2001,tier2,nurture,false,
L1164,tier3,self_serve_newsletter,false,
L2308,tier2,nurture,false,
L1418,tier3,human_review,true,Score divergence: deterministic vs. probabilistic
L1325,suppress,suppressed,false,
L1728,tier1,sales_queue,false,
L2656,tier3,human_review,true,missing job title
L1693,tier3,self_serve_newsletter,false,
L1789,tier3,human_review,true,missing job title
L1423,tier2,nurture,false,
L1725,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1759,tier2,nurture,false,
L1609,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2613,tier3,self_serve_newsletter,false,
L1886,tier2,nurture,false,
L2330,tier3,self_serve_newsletter,false,
L2816,tier3,self_serve_newsletter,false,
L2184,tier2,nurture,false,
L2494,tier2,human_review,true,technical IC title but company/industry unverifiable
L1571,tier2,nurture,false,
L1690,tier2,nurture,false,
L1806,tier2,nurture,false,
L1577,tier2,nurture,false,
L2589,tier3,self_serve_newsletter,false,
L2731,tier3,human_review,true,missing job title
L2422,tier1,sales_queue,false,
L2349,tier2,nurture,false,
L1718,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1358,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2384,tier2,human_review,true,EU / Consent Verification Needed | decision-maker title but company missing or unverifiable
L1931,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L2643,tier2,nurture,false,
L1076,tier1,sales_queue,false,
L2356,tier3,self_serve_newsletter,false,
L2104,tier3,self_serve_newsletter,false,
L2145,tier2,human_review,true,technical IC title but company/industry unverifiable
L2469,tier3,self_serve_newsletter,false,
L1314,tier3,self_serve_newsletter,false,
L1780,tier2,human_review,true,technical IC title but company/industry unverifiable
L1316,tier2,nurture,false,
L2124,tier2,human_review,true,technical IC title but company/industry unverifiable
L1178,tier3,self_serve_newsletter,false,
L1422,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1065,tier2,nurture,false,
L2068,tier2,nurture,false,
L1286,tier2,human_review,true,decision-maker title but company missing or unverifiable | Score divergence: deterministic vs. probabilistic
L2634,tier3,human_review,true,missing job title
L2605,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1677,tier3,self_serve_newsletter,false,
L1972,tier2,nurture,false,
L1397,tier2,nurture,false,
L2758,tier3,self_serve_newsletter,false,
L2552,tier3,self_serve_newsletter,false,
L2246,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L2159,tier2,human_review,true,decision-maker title but company missing or unverifiable | Score divergence: deterministic vs. probabilistic
L2749,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1220,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2147,tier3,self_serve_newsletter,false,
L1098,tier1,sales_queue,false,
L1153,tier1,sales_queue,false,
L2163,tier3,self_serve_newsletter,false,
L2594,tier3,human_review,true,missing job title
L1924,tier3,human_review,true,missing job title
L2199,tier3,human_review,true,missing job title
L1485,tier3,self_serve_newsletter,false,
L2170,tier3,self_serve_newsletter,false,
L1640,tier1,sales_queue,false,
L2702,tier2,nurture,false,
L1715,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L1842,tier3,self_serve_newsletter,false,
L1791,tier1,sales_queue,false,
L2660,tier3,self_serve_newsletter,false,
L1069,tier2,human_review,true,technical IC title but company/industry unverifiable
L2189,tier2,nurture,false,
L1189,tier3,self_serve_newsletter,false,
L2453,tier2,nurture,false,
L2516,tier3,self_serve_newsletter,false,
L2289,tier3,self_serve_newsletter,false,
L2423,tier3,self_serve_newsletter,false,
L2505,tier2,nurture,false,
L1456,tier3,self_serve_newsletter,false,
L1259,tier3,human_review,true,Duplicate record with conflicting fields
L1240,tier3,self_serve_newsletter,false,
L2486,tier3,self_serve_newsletter,false,
L1799,tier3,self_serve_newsletter,false,
L1897,tier3,self_serve_newsletter,false,
L1956,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable | Score divergence: deterministic vs. probabilistic"
L1295,tier3,self_serve_newsletter,false,
L2764,tier3,self_serve_newsletter,false,
L1608,tier2,human_review,true,EU / Consent Verification Needed
L1566,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review | Score divergence: deterministic vs. probabilistic
L1763,tier3,human_review,true,missing job title
L1108,tier2,nurture,false,
L2738,tier2,nurture,false,
L2096,tier3,self_serve_newsletter,false,
L2132,tier2,nurture,false,
L1116,tier3,self_serve_newsletter,false,
L1734,tier3,self_serve_newsletter,false,
L1831,tier3,human_review,true,missing job title
L1873,tier2,human_review,true,technical IC title but company/industry unverifiable
L1219,tier2,nurture,false,
L1731,tier2,human_review,true,technical IC title but company/industry unverifiable | Score divergence: deterministic vs. probabilistic
L2038,tier2,human_review,true,technical IC title but company/industry unverifiable
L2010,tier2,nurture,false,
L1950,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1185,tier3,human_review,true,missing job title
L2703,tier3,self_serve_newsletter,false,
L2512,tier1,sales_queue,false,
L2107,tier2,human_review,true,technical IC title but company/industry unverifiable
L2853,tier3,self_serve_newsletter,false,
L1729,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2654,tier3,self_serve_newsletter,false,
L2364,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1903,tier2,human_review,true,technical IC title but company/industry unverifiable
L1077,tier3,self_serve_newsletter,false,
L1362,tier3,self_serve_newsletter,false,
L2695,tier3,self_serve_newsletter,false,
L2521,tier2,human_review,true,technical IC title but company/industry unverifiable
L2739,tier2,nurture,false,
L1965,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1367,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L2568,tier3,self_serve_newsletter,false,
L2566,tier3,self_serve_newsletter,false,
L1622,tier3,self_serve_newsletter,false,
L2382,tier2,nurture,false,
L1103,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L1160,tier3,human_review,true,missing job title
L1885,tier2,human_review,true,technical IC title but company/industry unverifiable
L2106,tier3,self_serve_newsletter,false,
L2016,tier3,self_serve_newsletter,false,
L1750,tier3,self_serve_newsletter,false,
L1343,tier3,self_serve_newsletter,false,
L1172,tier3,self_serve_newsletter,false,
L1278,tier3,self_serve_newsletter,false,
L1244,tier2,nurture,false,
L1996,tier3,human_review,true,missing job title | Score divergence: deterministic vs. probabilistic
L2669,tier2,nurture,false,
L2536,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2030,tier2,nurture,false,
L1984,suppress,suppressed,false,
L1522,tier3,self_serve_newsletter,false,
L1627,tier2,human_review,true,technical IC title but company/industry unverifiable
L2481,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2476,tier2,human_review,true,technical IC title but company/industry unverifiable
L2232,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L1008,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1466,tier3,self_serve_newsletter,false,
L2852,tier2,human_review,true,technical IC title but company/industry unverifiable | Duplicate record with conflicting fields
L1454,tier3,self_serve_newsletter,false,
L1395,tier3,self_serve_newsletter,false,
L1771,tier1,sales_queue,false,
L2523,tier2,nurture,false,
L1461,tier2,human_review,true,technical IC title but company/industry unverifiable
L1942,tier2,nurture,false,
L1166,tier3,human_review,true,missing job title
L1066,tier3,self_serve_newsletter,false,
L1402,tier3,self_serve_newsletter,false,
L1568,tier2,nurture,false,
L1304,tier2,human_review,true,technical IC title but company/industry unverifiable
L1597,tier3,self_serve_newsletter,false,
L1380,tier3,self_serve_newsletter,false,
L1442,tier2,nurture,false,
L2158,tier3,self_serve_newsletter,false,
L2547,tier1,sales_queue,false,
L2679,tier3,self_serve_newsletter,false,
L2576,tier1,human_review,true,personal email but Tier-1 title and company signals
L2686,tier3,human_review,true,missing job title
L2283,tier1,human_review,true,personal email but Tier-1 title and company signals
L1203,tier2,human_review,true,technical IC title but company/industry unverifiable
L2234,tier2,nurture,false,
L1582,tier3,self_serve_newsletter,false,
L1385,tier2,human_review,true,EU / Consent Verification Needed
L1401,tier3,self_serve_newsletter,false,
L1633,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable
L1386,tier1,sales_queue,false,
L1654,tier3,self_serve_newsletter,false,
L2694,tier1,human_review,true,Score divergence: deterministic vs. probabilistic
L2626,tier2,nurture,false,
L1389,tier1,human_review,true,personal email but Tier-1 title and company signals
L1523,tier3,self_serve_newsletter,false,
L2575,tier2,nurture,false,
L2729,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L1277,tier2,nurture,false,
L2869,tier3,self_serve_newsletter,false,
L2582,tier3,self_serve_newsletter,false,
L2338,tier2,human_review,true,EU / Consent Verification Needed | technical IC title but company/industry unverifiable
L2018,tier3,self_serve_newsletter,false,
L2595,tier2,human_review,true,Score divergence: deterministic vs. probabilistic
L2604,tier3,human_review,true,missing job title
L1372,tier1,human_review,true,personal email but Tier-1 title and company signals | Score divergence: deterministic vs. probabilistic
L1554,tier3,self_serve_newsletter,false,
L2827,tier3,self_serve_newsletter,false,
L2824,tier2,human_review,true,technical IC title but company/industry unverifiable
L1192,tier2,nurture,false,
L2603,tier2,nurture,false,
L2185,tier3,self_serve_newsletter,false,
L2155,tier1,sales_queue,false,
L2546,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1710,tier2,human_review,true,ambiguous title defaults to Tier 2 for human review
L2072,tier2,human_review,true,technical IC title but company/industry unverifiable
L1125,tier2,human_review,true,technical IC title but company/industry unverifiable
L1205,tier1,sales_queue,false,
L1757,tier2,human_review,true,EU / Consent Verification Needed | ambiguous title defaults to Tier 2 for human review
L1576,tier3,human_review,true,missing job title
L2081,tier1,human_review,true,personal email but Tier-1 title and company signals
L2596,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable"
L1326,tier2,nurture,false,
L2262,tier3,human_review,true,EU / Consent Verification Needed
L1368,tier2,nurture,false,
L2886,tier3,self_serve_newsletter,false,
L2393,tier3,self_serve_newsletter,false,
L2647,tier1,sales_queue,false,
L1943,tier2,human_review,true,technical IC title but company/industry unverifiable
L1388,tier2,nurture,false,
L2573,tier3,human_review,true,missing job title
L2088,tier2,nurture,false,
L1002,tier2,human_review,true,decision-maker title but company missing or unverifiable
L1199,tier3,self_serve_newsletter,false,
L1327,tier3,self_serve_newsletter,false,
L1764,tier2,nurture,false,
L1464,tier1,sales_queue,false,
L2490,tier2,nurture,false,
L1934,tier2,nurture,false,
L2673,tier3,self_serve_newsletter,false,
L2138,tier2,nurture,false,
L2141,tier2,human_review,true,decision-maker title but company missing or unverifiable
L2238,tier2,nurture,false,
L2325,tier2,human_review,true,technical IC title but company/industry unverifiable
L1481,tier3,self_serve_newsletter,false,
L1331,tier3,self_serve_newsletter,false,
L1484,tier3,self_serve_newsletter,false,
L1880,tier3,human_review,true,missing job title
L1107,tier3,human_review,true,Duplicate record with conflicting fields
L1101,tier2,human_review,true,"decision-maker title, technical company, but company size unverifiable | Score divergence: deterministic vs. probabilistic"
L1978,tier3,self_serve_newsletter,false,
L1444,tier3,self_serve_newsletter,false,
L1708,tier3,self_serve_newsletter,false,
L1990,tier2,nurture,false,
L2228,tier1,sales_queue,false,
L2553,tier3,self_serve_newsletter,false,
L1610,tier2,human_review,true,technical IC title but company/industry unverifiable
L1911,tier3,self_serve_newsletter,false,
L2416,tier1,sales_queue,false,
L1300,tier2,nurture,false,
